year,date,time,week,roadteam,roadfirst,roadsecond,roadfirsthalf,roadthird,roadforth,roadot,roadsecondhalf,roadtotal,awaylastfly,roadlast,roadnext,awaynextfly,hometeam,homefirst,homesecond,homefirsthalf,homethird,homeforth,homeot,homesecondhalf,hometotal,homenextfly,homenext,homelast,homelastfly,firstpoint,secondpoint,totalpoint,firstvalue,secondvalue,totalvalue,fgside,fglinetotal
1992,17-Nov,,Tue,New York,16,26,42,24,24,0,48,90,NO,0,1,NO,Oklahoma City,19,22,41,27,32,0,59,100,NO,1,0,YES,83,107,190,77.32,98.91,176.23,-5,197
1992,17-Nov,,Tue,Chicago,37,30,67,32,25,0,57,124,YES,2,1,NO,Minnesota,27,17,44,28,31,0,59,103,NO,2,2,NO,111,116,227,105.32,107.91,213.23,8.5,203.5
1992,17-Nov,,Tue,Cleveland,28,24,52,20,23,0,43,95,NO,1,1,NO,San Antonio,25,19,44,33,29,0,62,106,NO,1,2,NO,96,105,201,90.32,96.91,187.23,0,202
1992,17-Nov,,Tue,Detroit,27,24,51,27,25,3,52,103,YES,2,1,NO,LAC,25,25,50,30,23,12,53,103,NO,1,2,YES,101,105,206,95.32,96.91,192.23,-6,194
1992,17-Nov,,Tue,Denver,25,20,45,30,23,0,53,98,NO,1,1,YES,Indiana,34,30,64,32,32,0,64,128,NO,2,2,YES,109,117,226,103.32,108.91,212.23,-9,218
1992,17-Nov,,Tue,Milwaukee,27,28,55,32,27,0,59,114,YES,1,3,YES,Atlanta,24,24,48,26,32,0,58,106,NO,1,2,YES,103,117,220,97.32,108.91,206.23,-5.5,212
1992,17-Nov,,Tue,Golden State,34,23,57,31,37,0,68,125,NO,1,1,NO,Miami,28,33,61,27,31,0,58,119,YES,2,2,YES,118,126,244,112.32,117.91,230.23,-2.5,228
1992,17-Nov,,Tue,Sacramento,19,27,46,28,35,0,63,109,YES,1,0,NO,Houston,35,24,59,31,26,0,57,116,NO,1,2,YES,105,120,225,99.32,111.91,211.23,-7,204
1992,17-Nov,,Tue,Dallas,21,30,51,23,37,0,60,111,YES,2,1,NO,New Orleans,37,33,70,36,28,0,64,134,NO,2,2,NO,121,124,245,115.32,115.91,231.23,-10,228.5
1992,18-Nov,,Wed,Utah,20,22,42,29,21,0,50,92,NO,0,1,NO,Boston,19,20,39,23,29,0,52,91,YES,2,0,YES,81,102,183,75.32,93.91,169.23,-5,214
1992,18-Nov,,Wed,Orlando,28,28,56,31,33,0,64,120,NO,3,0,YES,Philadelphia,22,24,46,28,36,0,64,110,NO,1,4,YES,102,128,230,96.32,119.91,216.23,-5,225.5
1992,18-Nov,,Wed,Sacramento,26,26,52,23,36,0,59,111,NO,0,1,YES,Phoenix,33,29,62,35,30,0,65,127,YES,2,1,NO,114,124,238,108.32,115.91,224.23,-12,224.5
1992,19-Nov,,Thu,Brooklyn,24,30,54,24,30,0,54,108,YES,1,1,YES,Atlanta,21,33,54,27,20,0,47,101,NO,1,1,NO,108,101,209,102.32,92.91,195.23,-5,207
1992,19-Nov,,Thu,New York,26,17,43,27,21,0,48,91,NO,1,1,YES,LAC,26,24,50,19,32,0,51,101,NO,1,1,NO,93,99,192,87.32,90.91,178.23,-2,195
1992,19-Nov,,Thu,Chicago,37,21,58,31,19,0,50,108,NO,1,0,NO,Oklahoma City,20,24,44,23,32,0,55,99,NO,1,1,NO,102,105,207,96.32,96.91,193.23,2.5,204
1992,19-Nov,,Thu,Cleveland,19,26,45,26,21,0,47,92,NO,1,1,NO,Houston,22,26,48,23,28,0,51,99,NO,1,1,NO,93,98,191,87.32,89.91,177.23,-3,198.5
1992,19-Nov,,Thu,Detroit,25,21,46,24,17,0,41,87,NO,1,1,NO,Denver,18,29,47,32,20,0,52,99,NO,1,1,YES,93,93,186,87.32,84.91,172.23,-1,195.5
1992,19-Nov,,Thu,Golden State,29,30,59,22,21,0,43,102,NO,1,0,NO,Orlando,19,38,57,40,29,0,69,126,YES,1,0,YES,116,112,228,110.32,103.91,214.23,0,235
1992,19-Nov,,Thu,Dallas,22,27,49,21,25,0,46,95,NO,1,1,YES,San Antonio,30,32,62,33,28,0,61,123,YES,1,1,NO,111,107,218,105.32,98.91,204.23,-11.5,216
1992,20-Nov,,Fri,Miami,22,21,43,31,26,28,57,100,YES,2,0,YES,Philadelphia,20,30,50,27,23,29,50,100,YES,0,1,NO,93,107,200,87.32,98.91,186.23,-4,224.5
1992,20-Nov,,Fri,Chicago,30,26,56,32,22,8,54,110,NO,0,1,NO,LAL,28,25,53,23,34,10,57,110,NO,1,4,NO,109,111,220,103.32,102.91,206.23,3.5,205.5
1992,20-Nov,,Fri,Utah,25,29,54,21,22,0,43,97,NO,1,0,NO,Indiana,31,23,54,27,14,0,41,95,YES,0,2,NO,108,84,192,102.32,75.91,178.23,-2.5,217.5
1992,20-Nov,,Fri,Washington,23,23,46,25,37,0,62,108,YES,2,0,YES,Minnesota,21,26,47,23,30,0,53,100,YES,0,2,NO,93,115,208,87.32,106.91,194.23,-5,0
1992,20-Nov,,Fri,Portland,24,24,48,28,28,0,56,104,YES,3,1,YES,Sacramento,18,21,39,30,30,0,60,99,NO,2,1,YES,87,116,203,81.32,107.91,189.23,6,227
1992,20-Nov,,Fri,Golden State,26,28,54,26,20,10,46,100,NO,0,1,NO,New Orleans,14,29,43,26,31,17,57,100,YES,0,2,NO,97,103,200,91.32,94.91,186.23,-2,234.5
1992,21-Nov,,Sat,Boston,23,22,45,29,33,0,62,107,YES,2,1,YES,Atlanta,26,28,54,32,30,0,62,116,YES,1,1,NO,99,124,223,93.32,115.91,209.23,-3,203.5
1992,21-Nov,,Sat,Philadelphia,22,19,41,25,38,0,63,104,YES,0,2,NO,Brooklyn,22,29,51,19,25,0,44,95,NO,0,1,YES,92,107,199,86.32,98.91,185.23,-8,218
1992,21-Nov,,Sat,Orlando,17,20,37,24,16,0,40,77,YES,1,3,YES,New York,26,25,51,19,22,0,41,92,NO,2,1,YES,88,81,169,82.32,72.91,155.23,-7.5,199.5
1992,21-Nov,,Sat,Cleveland,18,30,48,35,36,0,71,119,NO,1,2,YES,Dallas,23,27,50,22,36,0,58,108,NO,3,1,YES,98,129,227,92.32,120.91,213.23,6,219.5
1992,21-Nov,,Sat,Detroit,22,28,50,20,31,0,51,101,NO,1,0,NO,Oklahoma City,37,28,65,31,42,0,73,138,YES,1,1,NO,115,124,239,109.32,115.91,225.23,-9.5,195
1992,21-Nov,,Sat,Indiana,25,20,45,23,27,0,50,95,YES,0,2,YES,Milwaukee,36,20,56,20,29,0,49,105,YES,2,3,YES,101,99,200,95.32,90.91,186.23,-6.5,217
1992,21-Nov,,Sat,New Orleans,27,38,65,32,26,0,58,123,YES,0,2,YES,Miami,31,32,63,25,23,0,48,111,YES,2,0,YES,128,106,234,122.32,97.91,220.23,-4,217
1992,21-Nov,,Sat,Utah,24,25,49,25,35,0,60,109,NO,0,3,YES,Washington,28,23,51,34,41,0,75,126,YES,2,0,YES,100,135,235,94.32,126.91,221.23,5,204.5
1992,21-Nov,,Sat,Minnesota,33,32,65,30,23,0,53,118,YES,0,3,YES,Denver,44,33,77,22,32,0,54,131,YES,0,1,NO,142,107,249,136.32,98.91,235.23,-4.5,205
1992,21-Nov,,Sat,Phoenix,27,30,57,22,28,0,50,107,YES,2,0,YES,LAC,32,26,58,26,27,0,53,111,YES,2,1,NO,115,103,218,109.32,94.91,204.23,1.5,215.5
1992,21-Nov,,Sat,San Antonio,20,31,51,31,18,0,49,100,YES,1,2,NO,Houston,26,22,48,27,28,0,55,103,NO,2,1,NO,99,104,203,93.32,95.91,189.23,-4,192
1992,22-Nov,,Sun,Golden State,25,24,49,35,30,0,65,114,NO,1,1,YES,Brooklyn,19,25,44,31,26,0,57,101,YES,1,0,NO,93,122,215,87.32,113.91,201.23,-3.5,227
1992,22-Nov,,Sun,Chicago,43,31,74,28,26,0,54,128,NO,1,1,NO,Phoenix,35,27,62,29,20,0,49,111,NO,2,0,YES,136,103,239,130.32,94.91,225.23,0,216.5
1992,22-Nov,,Sun,Detroit,19,24,43,18,29,0,47,90,NO,0,2,YES,Portland,25,31,56,26,33,0,59,115,NO,1,1,YES,99,106,205,93.32,97.91,191.23,-14,209
1992,22-Nov,,Sun,Denver,28,32,60,26,21,0,47,107,YES,0,2,YES,LAL,42,26,68,27,24,0,51,119,NO,2,1,NO,128,98,226,122.32,89.91,212.23,-10,215.5
1992,23-Nov,,Mon,Atlanta,25,25,50,21,22,8,43,93,YES,1,1,NO,Boston,24,25,49,28,16,4,44,93,NO,1,1,YES,99,87,186,93.32,78.91,172.23,-6,209.5
1992,23-Nov,,Mon,Oklahoma City,26,20,46,31,22,0,53,99,YES,1,0,YES,Sacramento,30,33,63,13,27,0,40,103,YES,1,2,NO,109,93,202,103.32,84.91,188.23,4.5,221
1992,24-Nov,,Tue,Brooklyn,24,25,49,21,27,0,48,97,YES,1,0,NO,Oklahoma City,30,29,59,21,23,0,44,103,YES,2,0,YES,108,92,200,102.32,83.91,186.23,-9,213
1992,24-Nov,,Tue,Washington,25,17,42,21,25,0,46,88,YES,2,0,NO,New York,27,14,41,25,32,0,57,98,YES,0,2,NO,83,103,186,77.32,94.91,172.23,-9.5,195
1992,24-Nov,,Tue,Philadelphia,38,24,62,25,32,0,57,119,NO,2,0,YES,New Orleans,38,19,57,38,32,0,70,127,YES,0,2,YES,119,127,246,113.32,118.91,232.23,-5.5,232
1992,24-Nov,,Tue,Chicago,23,23,46,33,22,0,55,101,NO,1,3,NO,Golden State,28,20,48,24,20,0,44,92,YES,2,1,YES,94,99,193,88.32,90.91,179.23,5,225.5
1992,24-Nov,,Tue,Milwaukee,28,30,58,23,24,0,47,105,YES,2,0,YES,Cleveland,29,29,58,24,27,0,51,109,YES,0,2,YES,116,98,214,110.32,89.91,200.23,-9,215.5
1992,24-Nov,,Tue,Miami,19,22,41,19,22,0,41,82,YES,2,0,YES,Indiana,26,30,56,32,26,0,58,114,YES,0,2,YES,97,99,196,91.32,90.91,182.23,-6,213.5
1992,24-Nov,,Tue,San Antonio,24,24,48,17,26,0,43,91,NO,2,0,NO,Portland,20,27,47,29,19,0,48,95,YES,0,1,NO,95,91,186,89.32,82.91,172.23,-12,213.5
1992,24-Nov,,Tue,LAC,20,21,41,21,21,0,42,83,YES,2,0,NO,Houston,22,18,40,24,24,0,48,88,YES,0,2,NO,81,90,171,75.32,81.91,157.23,-4,199
1992,25-Nov,,Wed,Washington,29,22,51,15,46,0,61,112,NO,0,1,YES,Boston,41,36,77,33,40,0,73,150,NO,1,1,NO,128,134,262,122.32,125.91,248.23,-8,203
1992,25-Nov,,Wed,Brooklyn,31,25,56,20,24,0,44,100,NO,0,1,NO,LAL,32,22,54,29,15,0,44,98,YES,1,2,NO,110,88,198,104.32,79.91,184.23,-7.5,210
1992,25-Nov,,Wed,New York,24,21,45,27,27,0,54,99,YES,0,2,YES,Minnesota,19,17,36,27,15,0,42,78,YES,1,3,YES,81,96,177,75.32,87.91,163.23,3.5,196
1992,25-Nov,,Wed,Atlanta,28,21,49,35,27,0,62,111,NO,1,1,NO,Philadelphia,31,31,62,20,23,0,43,105,NO,1,0,YES,111,105,216,105.32,96.91,202.23,-4.5,222
1992,25-Nov,,Wed,Cleveland,17,24,41,28,16,0,44,85,YES,0,1,YES,Milwaukee,24,28,52,19,23,0,42,94,YES,1,0,YES,93,86,179,87.32,77.91,165.23,-1,208
1992,25-Nov,,Wed,New Orleans,30,24,54,24,23,0,47,101,YES,0,1,NO,Detroit,34,27,61,19,17,0,36,97,YES,2,2,YES,115,83,198,109.32,74.91,184.23,-5.5,206
1992,25-Nov,,Wed,Indiana,19,30,49,24,20,0,44,93,YES,0,1,YES,Miami,29,23,52,24,34,0,58,110,NO,1,0,YES,101,102,203,95.32,93.91,189.23,-4,210
1992,25-Nov,,Wed,Houston,21,26,47,25,22,0,47,94,YES,0,1,NO,Orlando,29,22,51,21,35,0,56,107,YES,1,3,YES,98,103,201,92.32,94.91,187.23,-5.5,199.5
1992,25-Nov,,Wed,Sacramento,18,21,39,25,35,0,60,99,YES,1,2,YES,Denver,26,26,52,28,34,0,62,114,YES,1,2,YES,91,122,213,85.32,113.91,199.23,-2.5,224.5
1992,25-Nov,,Wed,Portland,31,26,57,34,26,0,60,117,YES,0,1,YES,Phoenix,35,28,63,29,29,0,58,121,NO,1,2,NO,120,118,238,114.32,109.91,224.23,-4,226
1992,25-Nov,,Wed,San Antonio,31,32,63,33,32,0,65,128,NO,0,2,YES,Utah,22,23,45,33,24,0,57,102,NO,1,3,YES,108,122,230,102.32,113.91,216.23,-11,205
1992,25-Nov,,Wed,LAC,39,22,61,36,33,0,69,130,NO,0,1,YES,Dallas,28,25,53,24,35,0,59,112,NO,1,3,NO,114,128,242,108.32,119.91,228.23,5.5,220
1992,27-Nov,,Fri,New Orleans,32,34,66,22,14,0,36,102,NO,1,0,YES,Boston,25,35,60,34,17,0,51,111,YES,0,1,NO,126,87,213,120.32,78.91,199.23,-6.5,228
1992,27-Nov,,Fri,Brooklyn,29,35,64,27,21,0,48,112,NO,1,0,NO,Utah,35,17,52,29,29,0,58,110,YES,0,1,NO,116,106,222,110.32,97.91,208.23,-10,209
1992,27-Nov,,Fri,Milwaukee,32,25,57,26,32,0,58,115,YES,1,0,YES,Philadelphia,25,29,54,25,32,0,57,111,NO,0,1,NO,111,115,226,105.32,106.91,212.23,-4,222
1992,27-Nov,,Fri,Atlanta,23,21,44,22,35,0,57,101,NO,1,0,YES,Cleveland,21,29,50,44,28,0,72,122,YES,0,1,YES,94,129,223,88.32,120.91,209.23,-8,210.5
1992,27-Nov,,Fri,Orlando,36,30,66,34,30,0,64,130,YES,1,0,YES,Indiana,20,27,47,33,36,0,69,116,YES,0,1,YES,113,133,246,107.32,124.91,232.23,-5.5,213
1992,27-Nov,,Fri,Houston,23,25,48,28,25,0,53,101,NO,1,0,YES,Miami,23,22,45,20,28,0,48,93,YES,0,1,NO,93,101,194,87.32,92.91,180.23,-2.5,196
1992,27-Nov,,Fri,Minnesota,29,25,54,27,21,0,48,102,YES,1,0,YES,Washington,25,22,47,23,13,0,36,83,YES,0,1,YES,101,84,185,95.32,75.91,171.23,-4,207
1992,27-Nov,,Fri,Denver,16,33,49,30,30,0,60,109,YES,1,0,YES,LAC,28,22,50,39,17,0,56,106,YES,0,1,YES,99,116,215,93.32,107.91,201.23,-11,223
1992,27-Nov,,Fri,Oklahoma City,40,26,66,33,28,0,61,127,YES,2,0,NO,Dallas,25,27,52,21,31,0,52,104,YES,1,1,NO,118,113,231,112.32,104.91,217.23,7,226.5
1992,27-Nov,,Fri,LAL,27,24,51,27,20,0,47,98,YES,1,1,YES,Portland,21,19,40,28,22,0,50,90,NO,1,1,YES,91,97,188,85.32,88.91,174.23,-10.5,213.5
1992,27-Nov,,Fri,Golden State,25,30,55,24,28,0,52,107,YES,2,0,YES,Phoenix,31,31,62,24,35,0,59,121,YES,0,1,NO,117,111,228,111.32,102.91,214.23,-10,234.5
1992,28-Nov,,Sat,Boston,27,27,54,28,35,0,63,117,YES,0,2,NO,Philadelphia,31,27,58,22,29,0,51,109,NO,3,0,NO,112,114,226,106.32,105.91,212.23,-4,219.5
1992,28-Nov,,Sat,Brooklyn,32,15,47,17,30,0,47,94,NO,0,3,YES,Sacramento,24,23,47,24,18,0,42,89,YES,0,2,YES,94,89,183,88.32,80.91,169.23,-3.5,209
1992,28-Nov,,Sat,Chicago,16,16,32,21,22,0,43,75,NO,3,3,NO,New York,26,23,49,33,30,0,63,112,YES,0,2,YES,81,106,187,75.32,97.91,173.23,4,188
1992,28-Nov,,Sat,Cleveland,22,18,40,25,28,0,53,93,YES,0,2,YES,Orlando,18,24,42,25,28,0,53,95,YES,2,0,YES,82,106,188,76.32,97.91,174.23,-4.5,210
1992,28-Nov,,Sat,Detroit,22,19,41,20,19,0,39,80,YES,2,0,YES,Minnesota,21,25,46,21,15,0,36,82,YES,4,0,YES,87,75,162,81.32,66.91,148.23,-2.5,191
1992,28-Nov,,Sat,Indiana,38,38,76,37,21,0,58,134,YES,0,2,NO,New Orleans,36,34,70,26,26,0,52,122,YES,2,0,YES,146,110,256,140.32,101.91,242.23,-5,223
1992,28-Nov,,Sat,Washington,30,17,47,34,14,0,48,95,YES,0,2,YES,Milwaukee,23,23,46,32,19,0,51,97,NO,3,0,YES,93,99,192,87.32,90.91,178.23,-11,209
1992,28-Nov,,Sat,Miami,34,28,62,19,19,0,38,100,YES,0,3,NO,Atlanta,24,30,54,34,24,0,58,112,NO,2,0,YES,116,96,212,110.32,87.91,198.23,-7,206
1992,28-Nov,,Sat,LAC,25,29,54,33,34,0,67,121,YES,0,4,YES,Denver,25,32,57,32,30,0,62,119,NO,2,0,YES,111,129,240,105.32,120.91,226.23,0,215.5
1992,28-Nov,,Sat,Oklahoma City,23,25,48,23,26,0,49,97,NO,0,2,YES,San Antonio,24,27,51,24,29,0,53,104,YES,2,2,YES,99,102,201,93.32,93.91,187.23,-2.5,206.5
1992,28-Nov,,Sat,Utah,21,27,48,27,33,0,60,108,YES,0,2,YES,Houston,26,24,50,27,22,0,49,99,YES,2,0,YES,98,109,207,92.32,100.91,193.23,-3,194.5
1992,28-Nov,,Sat,Phoenix,30,32,62,32,37,0,69,131,YES,0,2,YES,Golden State,37,34,71,31,32,0,63,134,NO,3,0,YES,133,132,265,127.32,123.91,251.23,0,223.5
1992,29-Nov,,Sun,New York,15,19,34,16,26,0,42,76,YES,0,1,YES,Detroit,21,31,52,21,19,0,40,92,YES,4,0,YES,86,82,168,80.32,73.91,154.23,0,177
1992,29-Nov,,Sun,Sacramento,26,26,52,23,24,0,47,99,YES,0,1,YES,Portland,23,32,55,24,28,0,52,107,YES,1,1,NO,107,99,206,101.32,90.91,192.23,-15,223.5
1992,29-Nov,,Sun,Dallas,12,20,32,21,32,0,53,85,YES,1,1,NO,LAL,28,29,57,34,23,0,57,114,YES,1,1,YES,89,110,199,83.32,101.91,185.23,-16,226
1992,1-Dec,,Tue,Boston,27,22,49,24,28,0,52,101,NO,2,0,YES,Cleveland,26,25,51,29,31,0,60,111,NO,1,2,YES,100,112,212,94.32,103.91,198.23,-7,213.5
1992,1-Dec,,Tue,Portland,14,16,30,24,31,0,55,85,YES,1,0,NO,New York,25,22,47,26,28,0,54,101,YES,1,1,YES,77,109,186,71.32,100.91,172.23,-1,190
1992,1-Dec,,Tue,Indiana,26,25,51,26,30,0,56,107,NO,2,0,YES,Atlanta,29,31,60,22,37,0,59,119,YES,0,2,NO,111,115,226,105.32,106.91,212.23,-5,218
1992,1-Dec,,Tue,Orlando,34,24,58,21,23,0,44,102,YES,2,1,NO,Oklahoma City,26,25,51,29,36,0,65,116,NO,1,2,YES,109,109,218,103.32,100.91,204.23,-6.5,0
1992,1-Dec,,Tue,San Antonio,22,29,51,26,29,0,55,106,YES,2,0,NO,Washington,39,25,64,28,27,0,55,119,NO,1,2,YES,115,110,225,109.32,101.91,211.23,2,204.5
1992,1-Dec,,Tue,Houston,28,26,54,27,24,0,51,105,YES,2,1,YES,Denver,39,19,58,23,31,0,54,112,NO,2,2,NO,112,105,217,106.32,96.91,203.23,0,206
1992,1-Dec,,Tue,Dallas,18,30,48,26,27,0,53,101,NO,1,1,NO,Utah,27,32,59,25,32,0,57,116,NO,1,2,YES,107,110,217,101.32,101.91,203.23,-19,223.5
1992,1-Dec,,Tue,LAL,30,20,50,24,36,0,60,110,YES,1,1,NO,Sacramento,26,34,60,28,29,0,57,117,NO,2,1,YES,110,117,227,104.32,108.91,213.23,-1,205.5
1992,1-Dec,,Tue,New Orleans,25,17,42,28,20,0,48,90,YES,2,0,NO,Phoenix,23,32,55,29,25,0,54,109,NO,2,2,YES,97,102,199,91.32,93.91,185.23,-10.5,233
1992,2-Dec,,Wed,Chicago,32,19,51,19,26,0,45,96,NO,3,1,YES,Boston,22,22,44,34,23,0,57,101,NO,1,0,YES,95,102,197,89.32,93.91,183.23,6.5,202.5
1992,2-Dec,,Wed,Atlanta,26,25,51,29,35,0,64,115,YES,0,1,NO,Brooklyn,29,34,63,26,33,0,59,122,NO,1,3,YES,114,123,237,108.32,114.91,223.23,-6.5,206.5
1992,2-Dec,,Wed,San Antonio,28,18,46,24,28,0,52,98,NO,0,1,NO,Philadelphia,27,18,45,16,21,0,37,82,NO,1,3,NO,91,89,180,85.32,80.91,166.23,0,221
1992,2-Dec,,Wed,Portland,21,30,51,26,35,0,61,112,NO,0,1,NO,Indiana,36,25,61,19,23,0,42,103,NO,1,0,YES,112,103,215,106.32,94.91,201.23,2.5,218.5
1992,2-Dec,,Wed,Miami,26,24,50,22,25,0,47,97,NO,3,1,NO,Milwaukee,29,23,52,28,20,0,48,100,YES,0,3,NO,102,95,197,96.32,86.91,183.23,-10,207
1992,2-Dec,,Wed,New Orleans,30,29,59,22,30,0,52,111,NO,0,1,NO,Golden State,28,30,58,31,21,0,52,110,YES,1,3,NO,117,104,221,111.32,95.91,207.23,-8.5,236.5
1992,3-Dec,,Thu,New York,28,27,55,17,18,0,35,90,YES,1,1,YES,Cleveland,26,24,50,25,25,0,50,100,NO,1,1,NO,105,85,190,99.32,76.91,176.23,-5,193.5
1992,3-Dec,,Thu,Milwaukee,29,29,58,20,17,0,37,95,YES,0,1,NO,Washington,35,28,63,23,27,0,50,113,NO,1,1,NO,121,87,208,115.32,78.91,194.23,0,213.5
1992,3-Dec,,Thu,Orlando,23,29,52,26,26,0,52,104,NO,1,1,NO,LAC,32,29,61,33,28,0,61,122,NO,1,4,YES,113,113,226,107.32,104.91,212.23,-3.5,213
1992,3-Dec,,Thu,Minnesota,15,20,35,19,37,0,56,91,YES,4,1,NO,Utah,22,33,55,27,28,0,55,110,NO,1,1,NO,90,111,201,84.32,102.91,187.23,-13,213.5
1992,3-Dec,,Thu,Dallas,27,21,48,20,40,0,60,108,NO,1,1,YES,Oklahoma City,29,38,67,32,26,0,58,125,NO,1,1,NO,115,118,233,109.32,109.91,219.23,-21,222.5
1992,3-Dec,,Thu,LAL,23,19,42,24,29,0,53,95,NO,1,0,NO,Houston,21,23,44,21,24,0,45,89,YES,1,1,YES,86,98,184,80.32,89.91,170.23,-4.5,195.5
1992,4-Dec,,Fri,Miami,30,27,57,23,24,0,47,104,NO,1,0,YES,Boston,37,23,60,23,31,0,54,114,YES,0,1,NO,117,101,218,111.32,92.91,204.23,-9,209
1992,4-Dec,,Fri,San Antonio,23,24,47,28,21,7,49,96,NO,1,0,NO,Brooklyn,23,15,38,32,26,12,58,96,YES,0,1,NO,85,107,192,79.32,98.91,178.23,-4.5,205
1992,4-Dec,,Fri,Detroit,29,26,55,24,22,0,46,101,YES,4,0,YES,Philadelphia,21,32,53,20,26,0,46,99,YES,0,1,NO,108,92,200,102.32,83.91,186.23,0,201.5
1992,4-Dec,,Fri,Portland,23,24,47,22,30,0,52,99,NO,1,0,NO,Chicago,21,24,45,30,36,0,66,111,NO,0,1,YES,92,118,210,86.32,109.91,196.23,-7,0
1992,4-Dec,,Fri,Atlanta,37,32,69,20,17,0,37,106,NO,1,0,YES,Indiana,30,36,66,21,35,0,56,122,YES,0,1,NO,135,93,228,129.32,84.91,214.23,-6,218
1992,4-Dec,,Fri,Golden State,32,28,60,29,24,0,53,113,YES,1,0,YES,Denver,31,30,61,21,34,0,55,116,YES,0,2,NO,121,108,229,115.32,99.91,215.23,-3,234
1992,4-Dec,,Fri,LAL,22,26,48,25,20,0,45,93,NO,0,1,YES,Phoenix,22,32,54,23,26,0,49,103,YES,1,2,NO,102,94,196,96.32,85.91,182.23,-10.5,214.5
1992,4-Dec,,Fri,New Orleans,31,21,52,28,32,0,60,112,NO,1,0,NO,Sacramento,28,29,57,32,22,0,54,111,NO,3,2,NO,109,114,223,103.32,105.91,209.23,-4.5,224
1992,5-Dec,,Sat,Boston,24,18,42,27,20,0,47,89,YES,0,2,NO,Chicago,22,27,49,26,21,0,47,96,YES,2,0,NO,91,94,185,85.32,85.91,171.23,-12,207
1992,5-Dec,,Sat,Brooklyn,24,25,49,33,29,0,62,111,YES,0,2,YES,Miami,25,29,54,27,23,0,50,104,YES,2,0,YES,103,112,215,97.32,103.91,201.23,-3,203.5
1992,5-Dec,,Sat,Milwaukee,22,27,49,25,24,0,49,98,NO,1,0,YES,New York,33,27,60,31,20,0,51,111,NO,2,1,YES,109,100,209,103.32,91.91,195.23,-6.5,188
1992,5-Dec,,Sat,Philadelphia,22,26,48,18,22,0,40,88,YES,0,3,YES,Detroit,33,27,60,27,25,0,52,112,NO,3,0,YES,108,92,200,102.32,83.91,186.23,-5.5,195
1992,5-Dec,,Sat,Portland,30,19,49,21,26,0,47,96,NO,0,2,YES,Cleveland,23,25,48,26,20,0,46,94,NO,2,1,NO,97,93,190,91.32,84.91,176.23,-5,209
1992,5-Dec,,Sat,Indiana,33,29,62,25,24,0,49,111,YES,0,2,NO,Washington,28,36,64,28,17,0,45,109,YES,2,1,NO,126,94,220,120.32,85.91,206.23,-4,224
1992,5-Dec,,Sat,San Antonio,23,23,46,29,30,0,59,105,NO,0,2,YES,Atlanta,29,28,57,30,26,0,56,113,NO,2,0,YES,103,115,218,97.32,106.91,204.23,-4.5,207.5
1992,5-Dec,,Sat,Orlando,25,32,57,19,28,0,47,104,NO,1,2,YES,Golden State,28,41,69,24,26,0,50,119,NO,2,0,YES,126,97,223,120.32,88.91,209.23,-6,228.5
1992,5-Dec,,Sat,Denver,15,28,43,27,19,0,46,89,YES,0,3,NO,Utah,28,36,64,26,29,0,55,119,YES,2,1,NO,107,101,208,101.32,92.91,194.23,-14,224.5
1992,5-Dec,,Sat,Minnesota,25,24,49,17,21,0,38,87,NO,1,0,NO,Oklahoma City,30,32,62,30,32,0,62,124,YES,2,1,NO,111,100,211,105.32,91.91,197.23,-14,213.5
1992,5-Dec,,Sat,New Orleans,27,26,53,30,26,0,56,109,NO,0,3,YES,LAC,27,26,53,34,32,0,66,119,YES,2,1,NO,106,122,228,100.32,113.91,214.23,-10,223
1992,5-Dec,,Sat,Houston,27,33,60,32,25,0,57,117,YES,1,2,YES,Dallas,21,30,51,26,19,0,45,96,NO,2,1,YES,111,102,213,105.32,93.91,199.23,10.5,214.5
1992,6-Dec,,Sun,Phoenix,27,36,63,27,32,0,59,122,YES,1,1,NO,Milwaukee,30,25,55,19,38,0,57,112,YES,1,0,YES,118,116,234,112.32,107.91,220.23,-1,208
1992,6-Dec,,Sun,Minnesota,29,20,49,19,17,0,36,85,NO,0,1,NO,LAL,28,29,57,26,24,0,50,107,NO,2,1,YES,106,86,192,100.32,77.91,178.23,-11,205.5
1992,8-Dec,,Tue,Boston,30,32,62,27,28,0,55,117,NO,2,0,YES,Orlando,31,27,58,24,20,0,44,102,YES,0,2,YES,120,99,219,114.32,90.91,205.23,-6,209.5
1992,8-Dec,,Tue,Phoenix,33,24,57,29,19,0,48,105,NO,1,0,NO,Brooklyn,27,23,50,26,24,0,50,100,NO,1,2,YES,107,98,205,101.32,89.91,191.23,0,211
1992,8-Dec,,Tue,Oklahoma City,23,15,38,23,27,0,50,88,YES,2,0,NO,New York,30,20,50,25,25,0,50,100,NO,1,2,NO,88,100,188,82.32,91.91,174.23,-5.5,192.5
1992,8-Dec,,Tue,Chicago,28,26,54,25,35,0,60,114,YES,2,0,YES,Atlanta,33,34,67,26,30,0,56,123,NO,2,2,NO,121,116,237,115.32,107.91,223.23,8,210.5
1992,8-Dec,,Tue,LAC,24,27,51,27,37,0,64,115,YES,2,1,NO,Cleveland,31,18,49,32,25,0,57,106,YES,0,2,NO,100,121,221,94.32,112.91,207.23,-8.5,212.5
