year,date,time,week,roadlast,roadnext,roadteam,roadmore,roadfirst,roadsecond,roadfirsthalf,roadthird,roadforth,roadot,homenext,homenextfly,homelast,homelastfly,hometeam,homemore,homefirst,homesecond,homefirsthalf,homethird,homeforth,homeot,homediff,roadtotal,hometotal,total,firstpoint,secondpoint,totalpoint,firstlinetotal,secondlinetotal,fglinetotal,firstside,secondside,fgside,awaylastfly,awaynextfly,away_win_rank,away_ppg_rank,away_oppppg_rank,home_win_rank,home_ppg_rank,home_oppppg_rank,hometeamlastgame,roadteamlastgame,pace,away_ortg,home_ortg,away_last_home,away_next_home,offset_one,offset_two,firstvalue,secondvalue,totalvalue,first_half_bigger,second_half_bigger,fullgame_bigger
2017,19-Dec,07:00PM,Tue,1,0,Sacramento,PACIFIC,30,18,48,23,30,0,1,NO,0,YES,Philadelphia,EASTERN,27,30,57,21,17,0,9,101,95,196,105,91,196,105.5,101.5,208,-4.5,-1.5,-8.5,NO,NO,26,30,15,17,6,25,NO,NO,98.4,102.7,96.6,6,3,-6.52,-5.84,98.48,85.16,183.64,HOME,AWAY,AWAY
2017,19-Dec,07:00PM,Tue,3,2,New Orleans,CENTRAL,19,36,55,15,36,0,2,YES,1,NO,Washington,EASTERN,36,25,61,32,23,0,6,106,116,222,116,106,222,110,106.5,216,-1,1.5,-2.5,NO,NO,16,5,29,13,14,10,NO,YES,100.8,105.2,115.1,5,7,-6.52,-5.84,109.48,100.16,209.64,HOME,HOME,HOME
2017,19-Dec,07:00PM,Tue,1,1,Cleveland,EASTERN,34,24,58,25,33,0,2,NO,2,YES,Milwaukee,CENTRAL,30,39,69,29,21,0,11,116,119,235,127,108,235,109,105.5,214.5,0,5,1,NO,YES,4,3,22,14,16,14,NO,NO,96.5,120.2,123.3,2,1,-6.52,-5.84,120.48,102.16,222.64,HOME,AWAY,HOME
2017,20-Dec,07:00PM,Wed,2,0,Toronto,EASTERN,22,41,63,36,30,0,1,YES,1,NO,Charlotte,EASTERN,26,21,47,32,32,0,-16,129,111,240,110,130,240,107.5,104.5,212,0.5,-5.5,2,YES,NO,5,4,9,24,17,19,NO,NO,101.3,127.3,109.6,2,2,-6.52,-5.84,103.48,124.16,227.64,AWAY,AWAY,AWAY
2017,20-Dec,07:30PM,Wed,1,2,Indiana,EASTERN,28,25,53,25,27,0,1,YES,1,NO,Atlanta,EASTERN,27,24,51,20,24,0,-2,105,95,200,104,96,200,108.5,103.5,213,2,2.5,5,YES,YES,9,7,21,30,20,24,NO,NO,89.1,117.8,106.6,1,2,-6.52,-5.84,97.48,90.16,187.64,0,AWAY,AWAY
2017,20-Dec,07:30PM,Wed,1,1,Miami,EASTERN,15,21,36,26,28,0,0,YES,1,YES,Boston,EASTERN,24,20,44,15,30,0,8,90,89,179,80,99,179,102.5,96.5,199.5,-5,-3,-9,NO,YES,15,26,7,1,19,1,NO,NO,91.7,98.1,97,3,1,-6.52,-5.84,73.48,93.16,166.64,HOME,AWAY,AWAY
2017,20-Dec,07:30PM,Wed,0,2,Sacramento,PACIFIC,36,28,64,22,18,0,1,NO,2,NO,Brooklyn,EASTERN,20,28,48,27,24,0,-16,104,99,203,112,91,203,104.5,102.5,206,-3,-7,-5.5,NO,YES,26,30,15,21,10,28,NO,NO,86,120.9,115.1,7,2,-6.52,-5.84,105.48,85.16,190.64,AWAY,HOME,AWAY
2017,20-Dec,07:00PM,Wed,2,1,Orlando,EASTERN,24,24,48,18,28,0,0,YES,1,NO,Chicago,CENTRAL,31,28,59,31,22,0,11,94,112,206,107,99,206,107.5,102,209.5,-3,1,-5.5,NO,YES,22,13,27,28,28,17,NO,NO,96.7,97.2,115.8,4,1,-6.52,-5.84,100.48,93.16,193.64,HOME,HOME,HOME
2017,20-Dec,07:00PM,Wed,1,1,LAL,PACIFIC,37,26,63,31,28,0,1,NO,1,NO,Houston,CENTRAL,22,37,59,30,27,0,-4,122,116,238,122,116,238,116,111,226,-9,-12,-15,YES,NO,23,12,26,2,2,13,NO,YES,102.2,119.4,113.5,1,2,-6.52,-5.84,115.48,110.16,225.64,AWAY,AWAY,AWAY
2017,20-Dec,07:00PM,Wed,1,0,Utah,MOUNTAIN,9,28,37,23,19,0,1,NO,1,NO,Oklahoma City,CENTRAL,25,28,53,34,20,0,16,79,107,186,90,96,186,94.5,101.5,197,-4.5,2,-8,NO,YES,19,21,3,18,24,4,NO,NO,89.8,88,119.2,12,0,-6.52,-5.84,83.48,90.16,173.64,HOME,HOME,HOME
2017,20-Dec,07:30PM,Wed,2,1,Detroit,EASTERN,25,28,53,13,27,0,1,YES,1,NO,Dallas,CENTRAL,22,43,65,24,21,0,12,93,110,203,118,85,203,100,96.5,197,0,3.5,-1,YES,YES,7,22,8,29,27,11,NO,NO,90.7,102.5,121.3,2,1,-6.52,-5.84,111.48,79.16,190.64,HOME,HOME,HOME
2017,20-Dec,07:00PM,Wed,1,2,Minnesota,CENTRAL,17,33,50,30,32,0,1,YES,1,YES,Denver,MOUNTAIN,24,28,52,32,20,0,2,112,104,216,102,114,216,109.5,106.5,215,0,1,1,YES,NO,8,9,20,12,8,23,NO,NO,94,119.2,110.7,1,6,-6.52,-5.84,95.48,108.16,203.64,HOME,AWAY,AWAY
2017,20-Dec,07:00PM,Wed,1,0,San Antonio,CENTRAL,25,29,54,20,19,0,1,NO,1,YES,Portland,PACIFIC,22,24,46,26,19,0,-8,93,91,184,100,84,184,95,103.5,198,-1.5,-4,-3,YES,NO,6,25,2,10,23,5,NO,NO,95,97.9,95.8,1,5,-6.52,-5.84,93.48,78.16,171.64,AWAY,HOME,AWAY
2017,20-Dec,07:30PM,Wed,3,0,Memphis,CENTRAL,28,23,51,14,19,0,1,NO,1,YES,Golden State,PACIFIC,24,32,56,18,23,0,5,84,97,181,107,74,181,104,100,204,-5.5,-4,-9.5,YES,NO,27,29,6,3,1,16,YES,NO,86.3,97.3,112.4,3,2,-6.52,-5.84,100.48,68.16,168.64,AWAY,HOME,HOME
2017,20-Dec,07:30PM,Wed,1,0,Phoenix,PACIFIC,15,20,35,31,29,0,1,YES,1,YES,LAC,PACIFIC,23,30,53,28,27,0,18,95,108,203,88,115,203,104,111,215,-3,2.5,-5.5,NO,YES,25,11,30,20,18,18,NO,NO,96.7,98.2,111.6,6,0,-6.52,-5.84,81.48,109.16,190.64,HOME,AWAY,HOME
2017,21-Dec,07:00PM,Thu,0,1,Chicago,CENTRAL,27,29,56,23,33,0,3,YES,1,YES,Cleveland,EASTERN,29,29,58,24,33,0,2,112,115,227,114,113,227,111.5,105,216,-6,-5.5,-10,YES,NO,28,28,17,4,3,22,NO,NO,94.4,118.7,121.9,0,5,-6.52,-5.84,107.48,107.16,214.64,AWAY,AWAY,AWAY
2017,21-Dec,07:00PM,Thu,0,1,Toronto,EASTERN,30,22,52,34,28,0,1,YES,1,NO,Philadelphia,EASTERN,31,34,65,23,21,0,13,114,109,223,117,106,223,111,107,217,1.5,6.5,4,NO,YES,5,4,9,17,6,25,NO,NO,98.9,115.2,110.2,3,1,-6.52,-5.84,110.48,100.16,210.64,HOME,AWAY,AWAY
2017,21-Dec,08:00PM,Thu,0,1,Boston,EASTERN,15,25,40,28,25,0,0,YES,2,YES,New York,EASTERN,25,19,44,24,34,0,4,93,102,195,84,111,195,98,105.5,204,1,4,2.5,YES,YES,1,19,1,11,15,12,NO,NO,92.7,100.3,110,0,1,-6.52,-5.84,77.48,105.16,182.64,HOME,HOME,HOME
2017,21-Dec,06:00PM,Thu,0,1,Memphis,CENTRAL,25,26,51,30,14,0,1,NO,0,YES,Phoenix,PACIFIC,26,34,60,19,18,0,9,95,97,192,111,81,192,103,98.5,203,1.5,4,3.5,NO,YES,27,29,6,25,11,30,NO,NO,88.3,107.5,109.8,4,1,-6.52,-5.84,104.48,75.16,179.64,HOME,AWAY,HOME
2017,21-Dec,08:30PM,Thu,0,1,San Antonio,CENTRAL,17,21,38,32,19,0,1,NO,0,YES,Utah,MOUNTAIN,24,26,50,22,28,0,12,89,100,189,88,101,189,93,100.5,194.5,0.5,5.5,2,NO,NO,6,25,2,19,21,3,NO,NO,91.3,97.5,109.5,2,4,-6.52,-5.84,81.48,95.16,176.64,HOME,HOME,HOME
2017,22-Dec,07:00PM,Fri,0,2,New York,EASTERN,21,23,44,31,26,0,3,NO,1,YES,Detroit,EASTERN,25,27,52,22,30,0,8,101,104,205,96,109,205,104,99,202.5,-4,-1,-7,YES,YES,11,15,12,7,22,8,NO,NO,93.1,108.5,111.7,0,2,-6.52,-5.84,89.48,103.16,192.64,HOME,AWAY,AWAY
2017,22-Dec,07:00PM,Fri,2,0,New Orleans,CENTRAL,32,28,60,28,23,0,0,YES,1,YES,Orlando,EASTERN,20,30,50,22,25,0,-10,111,97,208,110,98,208,112,105.5,218.5,3,1,6.5,NO,NO,16,5,29,22,13,27,NO,NO,98.9,112.3,98.1,8,4,-6.52,-5.84,103.48,92.16,195.64,AWAY,AWAY,AWAY
2017,22-Dec,07:30PM,Fri,2,0,Washington,EASTERN,23,20,43,18,23,0,0,YES,1,NO,Brooklyn,EASTERN,26,27,53,35,31,0,10,84,119,203,96,107,203,109.5,104.5,215.5,3.5,7,6.5,YES,YES,13,14,10,21,10,28,NO,NO,96.6,86.9,123.1,2,0,-6.52,-5.84,89.48,101.16,190.64,HOME,HOME,HOME
2017,22-Dec,08:00PM,Fri,1,0,Dallas,CENTRAL,23,30,53,20,28,0,0,NO,1,YES,Miami,EASTERN,32,21,53,29,31,0,0,101,113,214,106,108,214,99.5,95.5,195.5,0.5,2,2,YES,NO,29,27,11,15,26,7,NO,NO,83.4,121.1,135.4,1,3,-6.52,-5.84,99.48,102.16,201.64,HOME,HOME,HOME
2017,22-Dec,07:00PM,Fri,1,0,LAC,PACIFIC,23,29,52,35,41,0,2,YES,1,NO,Houston,CENTRAL,33,32,65,20,33,0,13,128,118,246,117,129,246,112.5,105.5,219.5,-6.5,-3,-12.5,YES,NO,20,18,18,2,2,13,NO,NO,99.5,128.6,118.6,1,3,-6.52,-5.84,110.48,123.16,233.64,HOME,AWAY,AWAY
2017,22-Dec,07:00PM,Fri,1,0,Charlotte,EASTERN,23,36,59,26,19,0,0,YES,2,NO,Milwaukee,CENTRAL,26,26,52,31,26,0,-7,104,109,213,111,102,213,106.5,101.5,209,-2.5,-6,-5,YES,YES,24,17,19,14,16,14,NO,NO,94.7,109.8,115.1,1,0,-6.52,-5.84,104.48,96.16,200.64,AWAY,HOME,0
2017,22-Dec,07:00PM,Fri,1,0,Atlanta,EASTERN,28,22,50,31,36,0,0,YES,1,NO,Oklahoma City,CENTRAL,28,36,64,18,38,0,14,117,120,237,114,123,237,97.5,105.5,202.5,-6.5,-2.5,-11.5,YES,YES,30,20,24,18,24,4,NO,NO,96.6,121.1,124.2,1,0,-6.52,-5.84,107.48,117.16,224.64,HOME,AWAY,AWAY
2017,22-Dec,07:00PM,Fri,1,0,Denver,MOUNTAIN,28,24,52,28,22,0,0,YES,1,NO,Portland,PACIFIC,22,19,41,25,19,0,-11,102,85,187,93,94,187,103,100,202.5,0.5,-3,2,YES,NO,12,8,23,10,23,5,NO,NO,86.7,117.6,98,1,3,-6.52,-5.84,86.48,88.16,174.64,AWAY,AWAY,AWAY
2017,22-Dec,07:30PM,Fri,1,0,LAL,PACIFIC,24,20,44,28,34,0,0,NO,1,NO,Golden State,PACIFIC,27,34,61,23,29,0,17,106,113,219,105,114,219,113.5,104,215.5,-7,-1,-12,NO,YES,23,12,26,3,1,16,NO,NO,99.5,106.6,113.6,3,0,-6.52,-5.84,98.48,108.16,206.64,HOME,AWAY,AWAY
2017,23-Dec,05:00PM,Sat,1,1,Philadelphia,EASTERN,27,19,46,17,23,0,2,YES,1,YES,Toronto,EASTERN,27,28,55,26,21,0,9,86,102,188,101,87,188,106.5,112,217.5,-4,0,-7.5,YES,NO,17,6,25,5,4,9,NO,NO,102.5,83.9,99.5,1,10,-6.52,-5.84,94.48,81.16,175.64,HOME,HOME,HOME
2017,23-Dec,07:00PM,Sat,0,2,Milwaukee,CENTRAL,23,31,54,31,21,0,3,NO,0,YES,Charlotte,EASTERN,24,29,53,28,30,0,-1,106,111,217,107,110,217,105.5,103,207.5,-2.5,-5,-5,YES,YES,14,16,14,24,17,19,NO,NO,94.9,111.7,116.9,0,2,-6.52,-5.84,100.48,104.16,204.64,AWAY,HOME,0
2017,23-Dec,07:00PM,Sat,0,2,Brooklyn,EASTERN,28,29,57,24,30,8,2,YES,2,YES,Indiana,EASTERN,21,20,41,39,31,12,-16,119,123,242,98,124,222,104,111.5,216.5,-5.5,-10,-9.5,YES,NO,21,10,28,9,7,21,NO,NO,89.1,120.9,125,0,8,-6.52,-5.84,91.48,118.16,209.64,AWAY,HOME,AWAY
2017,23-Dec,07:00PM,Sat,0,2,Orlando,EASTERN,29,19,48,35,20,0,1,YES,0,YES,Washington,EASTERN,37,35,72,28,30,0,24,103,130,233,120,113,233,108,103,212.5,-7,-1,-12,YES,NO,22,13,27,13,14,10,NO,NO,99.2,103.8,131.1,0,4,-6.52,-5.84,113.48,107.16,220.64,HOME,HOME,HOME
2017,23-Dec,07:30PM,Sat,0,2,Dallas,CENTRAL,25,28,53,27,27,0,3,NO,0,YES,Atlanta,EASTERN,25,23,48,31,33,0,-5,107,112,219,101,118,219,103,99.5,203,0.5,-1,2,NO,YES,29,27,11,30,20,24,NO,NO,91.8,116.5,122,2,2,-6.52,-5.84,94.48,112.16,206.64,AWAY,HOME,HOME
2017,23-Dec,07:30PM,Sat,1,2,Chicago,CENTRAL,31,27,58,18,16,0,1,NO,1,YES,Boston,EASTERN,33,27,60,38,19,0,2,92,117,209,118,91,209,103.5,101.5,204.5,-4.5,-4.5,-8,NO,NO,28,28,17,1,19,1,NO,NO,97.2,94.7,120.4,2,3,-6.52,-5.84,111.48,85.16,196.64,AWAY,HOME,HOME
2017,23-Dec,08:00PM,Sat,0,3,New Orleans,CENTRAL,27,29,56,27,26,0,2,NO,0,NO,Miami,EASTERN,28,25,53,16,25,0,-3,109,94,203,109,94,203,107.5,101,208.5,1,1,3,NO,YES,16,5,29,15,26,7,NO,NO,88,123.8,106.8,9,3,-6.52,-5.84,102.48,88.16,190.64,AWAY,AWAY,AWAY
2017,23-Dec,07:00PM,Sat,0,2,LAC,PACIFIC,33,26,59,22,31,0,2,YES,1,YES,Memphis,CENTRAL,30,33,63,27,25,0,4,112,115,227,122,105,227,101,97,198,-1,0,-2.5,NO,YES,20,18,18,27,29,6,NO,NO,92.9,120.5,123.8,2,2,-6.52,-5.84,115.48,99.16,214.64,HOME,AWAY,HOME
2017,23-Dec,06:00PM,Sat,0,1,Oklahoma City,CENTRAL,28,19,47,29,27,0,2,YES,1,NO,Utah,MOUNTAIN,22,21,43,21,25,0,-4,103,89,192,90,102,192,100.5,96.5,198,-0.5,-1.5,-1.5,YES,YES,18,24,4,19,21,3,NO,NO,84.7,121.6,105.1,0,1,-6.52,-5.84,83.48,96.16,179.64,AWAY,AWAY,AWAY
2017,23-Dec,05:30PM,Sat,0,2,Denver,MOUNTAIN,22,31,53,20,23,0,1,NO,0,NO,Golden State,PACIFIC,20,21,41,21,19,0,-12,96,81,177,94,83,177,111,107.5,216.5,-4.5,-10,-8,NO,YES,12,8,23,3,1,16,NO,NO,93.5,102.7,86.6,2,2,-6.52,-5.84,87.48,77.16,164.64,AWAY,AWAY,AWAY
2017,23-Dec,06:00PM,Sat,2,1,Minnesota,CENTRAL,33,31,64,22,29,0,2,NO,1,NO,Phoenix,PACIFIC,24,19,43,37,26,0,-21,115,106,221,107,114,221,110.5,105,217,4,-2,8,NO,NO,8,9,20,25,11,30,NO,NO,96.6,119,109.7,4,3,-6.52,-5.84,100.48,108.16,208.64,AWAY,HOME,AWAY
2017,23-Dec,06:30PM,Sat,0,4,Portland,PACIFIC,17,27,44,26,25,0,1,NO,0,YES,LAL,PACIFIC,24,25,49,21,22,0,5,95,92,187,93,94,187,96.5,104.5,200.5,-1.5,0,-3,YES,YES,10,23,5,23,12,26,NO,NO,99.8,95.2,92.2,0,4,-6.52,-5.84,86.48,88.16,174.64,HOME,AWAY,AWAY
2017,23-Dec,07:00PM,Sat,1,2,San Antonio,CENTRAL,33,29,62,22,24,0,2,YES,2,YES,Sacramento,PACIFIC,33,16,49,27,23,0,-13,108,99,207,111,96,207,94,101.5,195.5,3.5,-1,6.5,NO,YES,6,25,2,26,30,15,NO,NO,91.5,118.1,108.2,4,2,-6.52,-5.84,104.48,90.16,194.64,AWAY,HOME,AWAY
2017,25-Dec,12:00PM,Mon,1,2,Philadelphia,EASTERN,21,29,50,29,26,0,1,YES,2,YES,New York,EASTERN,24,24,48,27,23,0,-2,105,98,203,98,105,203,102,108.5,211.5,0.5,0,1.5,NO,NO,17,6,25,11,15,12,NO,NO,94.7,110.9,103.5,3,8,-6.52,-5.84,91.48,99.16,190.64,AWAY,AWAY,AWAY
2017,25-Dec,12:00PM,Mon,3,1,Cleveland,EASTERN,28,16,44,23,25,0,1,NO,1,NO,Golden State,PACIFIC,24,22,46,25,28,0,2,92,99,191,90,101,191,110,105.5,216,-8.5,-2,-4.5,YES,NO,4,3,22,3,1,16,NO,NO,91.3,100.8,108.5,3,7,-6.52,-5.84,83.48,95.16,178.64,AWAY,HOME,HOME
2017,25-Dec,05:30PM,Mon,1,1,Washington,EASTERN,30,22,52,28,31,0,1,YES,1,NO,Boston,EASTERN,24,26,50,26,27,0,-2,111,103,214,102,112,214,106,104.5,209.5,-2,-5,-4,YES,NO,13,14,10,1,19,1,NO,NO,96.3,115.3,107,1,3,-6.52,-5.84,95.48,106.16,201.64,AWAY,AWAY,AWAY
2017,25-Dec,07:00PM,Mon,2,2,Houston,CENTRAL,31,26,57,31,19,0,1,NO,1,YES,Oklahoma City,CENTRAL,28,30,58,30,24,0,1,107,112,219,115,104,219,112,108.5,219.5,-1.5,-1,-2.5,YES,NO,2,2,13,18,24,4,NO,NO,92.5,115.7,121.1,2,5,-6.52,-5.84,108.48,98.16,206.64,AWAY,HOME,HOME
2017,25-Dec,07:30PM,Mon,1,1,Minnesota,CENTRAL,29,24,53,30,38,0,1,NO,1,NO,LAL,PACIFIC,20,32,52,28,24,0,-1,121,104,225,105,120,225,110.5,106.5,216,3.5,4.5,6.5,NO,YES,8,9,20,23,12,26,NO,NO,96.5,125.3,107.7,6,1,-6.52,-5.84,98.48,114.16,212.64,HOME,AWAY,AWAY
2017,26-Dec,07:00PM,Tue,2,0,Indiana,EASTERN,19,26,45,21,17,0,1,YES,3,NO,Detroit,EASTERN,40,18,58,24,25,0,13,83,107,190,103,87,190,105.5,101,207.5,-1,4,-2,YES,YES,9,7,21,7,22,8,NO,YES,86.4,96,123.8,2,0,-6.52,-5.84,96.48,81.16,177.64,HOME,HOME,HOME
2017,26-Dec,06:00PM,Tue,2,0,Toronto,EASTERN,23,30,53,24,16,0,0,YES,2,YES,Dallas,CENTRAL,31,26,57,28,13,0,4,93,98,191,110,81,191,106,104,210.5,2.5,6,5.5,YES,NO,5,4,9,29,27,11,NO,NO,94.7,97.2,103.5,2,2,-6.52,-5.84,103.48,75.16,178.64,HOME,HOME,HOME
2017,26-Dec,07:30PM,Tue,2,1,Orlando,EASTERN,18,31,49,19,21,0,2,NO,2,NO,Miami,EASTERN,21,22,43,25,39,0,-6,89,107,196,92,104,196,105,99,205.5,-5.5,-9,-9,NO,YES,22,13,27,15,26,7,NO,NO,95.4,93.3,112.1,3,1,-6.52,-5.84,85.48,98.16,183.64,AWAY,HOME,HOME
2017,26-Dec,07:00PM,Tue,2,0,Chicago,CENTRAL,22,34,56,27,32,0,1,NO,2,YES,Milwaukee,CENTRAL,31,22,53,30,23,0,-3,115,106,221,109,112,221,108.5,103,211.5,-4.5,-6.5,-7.5,NO,YES,28,28,17,14,16,14,NO,NO,102.7,111.9,103.2,5,0,-6.52,-5.84,102.48,106.16,208.64,AWAY,AWAY,AWAY
2017,26-Dec,07:30PM,Tue,2,0,Brooklyn,EASTERN,16,28,44,25,28,0,1,NO,2,YES,San Antonio,CENTRAL,19,31,50,30,29,0,6,97,109,206,94,112,206,99,107,206.5,-7,-5,-11.5,NO,NO,21,10,28,6,25,2,NO,YES,95.9,101.1,113.6,3,5,-6.52,-5.84,87.48,106.16,193.64,AWAY,HOME,HOME
2017,26-Dec,07:00PM,Tue,2,0,Utah,MOUNTAIN,20,14,34,25,24,0,0,YES,2,YES,Denver,MOUNTAIN,28,22,50,26,31,0,16,83,107,190,84,106,190,97.5,105,204.5,-3,2.5,-6,YES,NO,19,21,3,12,8,23,NO,NO,87.2,95.2,122.7,2,3,-6.52,-5.84,77.48,100.16,177.64,HOME,HOME,HOME
2017,26-Dec,06:00PM,Tue,2,0,Memphis,CENTRAL,19,34,53,23,21,0,2,YES,2,NO,Phoenix,PACIFIC,29,28,57,19,23,0,4,97,99,196,110,86,196,104.5,99.5,204,0.5,1.5,1.5,YES,NO,27,29,6,25,11,30,NO,NO,96.8,100.2,102.2,2,9,-6.52,-5.84,103.48,80.16,183.64,HOME,AWAY,HOME
2017,26-Dec,07:30PM,Tue,2,0,Sacramento,PACIFIC,30,23,53,20,22,0,2,YES,2,YES,LAC,PACIFIC,30,41,71,24,27,0,18,95,122,217,124,93,217,105,101,205,-3,2.5,-5.5,YES,YES,26,30,15,20,18,18,NO,NO,96.4,98.6,126.6,2,0,-6.52,-5.84,117.48,87.16,204.64,HOME,HOME,HOME
2017,27-Dec,07:00PM,Wed,1,0,Boston,EASTERN,28,32,60,16,26,0,1,YES,3,NO,Charlotte,EASTERN,16,28,44,31,16,0,-16,102,91,193,104,89,193,98,106,206.5,0,-5,1,YES,YES,1,19,1,24,17,19,NO,NO,90.5,112.7,100.5,1,0,-6.52,-5.84,97.48,83.16,180.64,AWAY,0,AWAY
2017,27-Dec,07:00PM,Wed,0,1,Dallas,CENTRAL,22,31,53,18,27,0,1,YES,0,YES,Indiana,EASTERN,29,25,54,20,20,0,1,98,94,192,107,85,192,102.5,99.5,202.5,-1.5,-2,-3.5,YES,NO,29,27,11,9,7,21,NO,NO,89.7,109.3,104.8,0,6,-6.52,-5.84,100.48,79.16,179.64,AWAY,AWAY,AWAY
2017,27-Dec,07:30PM,Wed,1,1,Washington,EASTERN,29,28,57,19,23,0,1,YES,3,NO,Atlanta,EASTERN,29,26,55,23,35,0,-2,99,113,212,112,100,212,109.5,105,214,2.5,3,5.5,NO,YES,13,14,10,30,20,24,NO,NO,96,103.1,117.7,3,1,-6.52,-5.84,105.48,94.16,199.64,HOME,HOME,HOME
2017,27-Dec,07:00PM,Wed,1,0,New York,EASTERN,28,24,52,21,14,0,1,NO,0,YES,Chicago,CENTRAL,17,32,49,22,21,0,-3,87,92,179,101,78,179,106.5,102,208,-0.5,-2,-1.5,YES,NO,11,15,12,28,28,17,NO,NO,101.7,85.5,90.5,1,5,-6.52,-5.84,94.48,72.16,166.64,AWAY,HOME,HOME
2017,27-Dec,07:00PM,Wed,0,2,Denver,MOUNTAIN,23,35,58,24,32,11,0,YES,1,YES,Minnesota,CENTRAL,35,36,71,17,26,14,13,125,128,253,129,99,228,108.5,103,211.5,-2,2,-4.5,YES,YES,12,8,23,8,9,20,NO,NO,90.8,124.7,127.7,0,2,-6.52,-5.84,122.48,93.16,215.64,HOME,AWAY,AWAY
2017,27-Dec,07:00PM,Wed,0,1,Brooklyn,EASTERN,23,23,46,29,38,0,1,NO,3,YES,New Orleans,CENTRAL,31,38,69,22,37,0,23,113,128,241,115,126,241,107,113,222.5,-5.5,1.5,-9,NO,NO,21,10,28,16,5,29,NO,NO,100.1,112.9,127.9,4,4,-6.52,-5.84,108.48,120.16,228.64,HOME,AWAY,HOME
2017,27-Dec,07:00PM,Wed,0,1,Toronto,EASTERN,38,25,63,25,19,0,1,NO,1,NO,Oklahoma City,CENTRAL,32,34,66,36,22,0,3,107,124,231,129,102,231,107,101.5,209.5,-1.5,-2,-3.5,NO,YES,5,4,9,18,24,4,NO,NO,97.3,110,127.4,3,1,-6.52,-5.84,122.48,96.16,218.64,HOME,HOME,HOME
2017,27-Dec,07:00PM,Wed,1,2,Cleveland,EASTERN,27,28,55,25,15,0,1,NO,0,YES,Sacramento,PACIFIC,28,34,62,23,24,0,7,95,109,204,117,87,204,106.5,102,208,5.5,9.5,9.5,NO,NO,4,3,22,26,30,15,NO,NO,88.3,107.6,123.4,5,5,-6.52,-5.84,110.48,81.16,191.64,HOME,HOME,HOME
2017,27-Dec,07:30PM,Wed,0,2,Utah,MOUNTAIN,24,23,47,22,32,0,1,NO,1,NO,Golden State,PACIFIC,23,25,48,42,36,0,1,101,126,227,95,132,227,96.5,106,203.5,-7,-7.5,-11,NO,YES,19,21,3,3,1,16,NO,NO,105,96.2,120,3,2,-6.52,-5.84,88.48,126.16,214.64,AWAY,HOME,HOME
2017,27-Dec,07:30PM,Wed,0,2,Memphis,CENTRAL,24,30,54,22,33,0,1,NO,1,NO,LAL,PACIFIC,18,29,47,29,23,0,-7,109,99,208,101,107,208,103.5,99,202,-1.5,-3.5,-3.5,NO,NO,27,29,6,23,12,26,NO,NO,91.2,119.5,108.5,3,8,-6.52,-5.84,94.48,101.16,195.64,AWAY,AWAY,AWAY
2017,28-Dec,07:00PM,Thu,1,1,Detroit,EASTERN,28,22,50,23,16,0,1,NO,1,YES,Orlando,EASTERN,33,17,50,27,25,0,0,89,102,191,100,91,191,104,102.5,205.5,2,2.5,4,YES,YES,7,22,8,22,13,27,NO,NO,96.6,92.1,105.6,1,1,-6.52,-5.84,93.48,85.16,178.64,HOME,HOME,HOME
2017,28-Dec,08:00PM,Thu,2,0,Houston,CENTRAL,32,30,62,16,20,0,2,NO,0,YES,Boston,EASTERN,12,26,38,31,30,0,-24,98,99,197,100,97,197,109.5,105,216,0.5,-5.5,1.5,NO,NO,2,2,13,1,19,1,NO,NO,98.2,99.8,100.8,5,2,-6.52,-5.84,93.48,91.16,184.64,AWAY,HOME,HOME
2017,28-Dec,07:00PM,Thu,0,2,Minnesota,CENTRAL,26,30,56,28,12,0,0,YES,1,NO,Milwaukee,CENTRAL,16,30,46,29,27,0,-10,96,102,198,102,96,198,108,103.5,212.5,-2.5,-5.5,-4,YES,NO,8,9,20,14,16,14,NO,YES,90.3,106.4,113,0,3,-6.52,-5.84,95.48,90.16,185.64,AWAY,HOME,HOME
2017,28-Dec,07:30PM,Thu,0,1,New York,EASTERN,24,29,53,26,28,0,1,YES,1,NO,San Antonio,CENTRAL,32,22,54,32,33,0,1,107,119,226,107,119,226,102,98.5,199,-6.5,-6.5,-10.5,NO,NO,11,15,12,6,25,2,NO,NO,94.2,113.5,126.3,2,4,-6.52,-5.84,100.48,113.16,213.64,AWAY,HOME,HOME
2017,28-Dec,07:30PM,Thu,2,1,Philadelphia,EASTERN,30,21,51,34,25,0,1,YES,4,YES,Portland,PACIFIC,27,25,52,20,42,0,1,110,114,224,103,121,224,99.5,107,207,0.5,3,2,NO,NO,17,6,25,10,23,5,NO,NO,100.2,109.8,113.8,6,5,-6.52,-5.84,96.48,115.16,211.64,HOME,HOME,HOME
2017,29-Dec,07:00PM,Fri,0,1,Houston,CENTRAL,23,25,48,30,25,0,1,NO,1,YES,Washington,EASTERN,27,32,59,28,34,0,11,103,121,224,107,117,224,115,109.5,224,0.5,4.5,2,NO,YES,2,2,13,13,14,10,NO,NO,98.1,105,123.3,6,1,-6.52,-5.84,100.48,111.16,211.64,HOME,HOME,HOME
