year,date,time,week,roadlast,roadnext,roadteam,roadmore,roadfirst,roadsecond,roadfirsthalf,roadthird,roadforth,roadot,homenext,homenextfly,homelast,homelastfly,hometeam,homemore,homefirst,homesecond,homefirsthalf,homethird,homeforth,homeot,homediff,roadtotal,hometotal,total,firstpoint,secondpoint,totalpoint,firstlinetotal,secondlinetotal,fglinetotal,firstside,secondside,fgside,awaylastfly,awaynextfly,away_win_rank,away_ppg_rank,away_oppppg_rank,home_win_rank,home_ppg_rank,home_oppppg_rank,hometeamlastgame,roadteamlastgame,pace,away_ortg,home_ortg,away_last_home,away_next_home,offset_one,offset_two,firstvalue,secondvalue,totalvalue,first_half_bigger,second_half_bigger,fullgame_bigger
2018,31-Jan,07:30PM,Wed,1,1,Charlotte,EASTERN,35,29,64,33,26,0,1,YES,1,NO,Atlanta,EASTERN,28,24,52,32,26,0,-12,123,110,233,116,117,233,106.5,103.5,211,1,-2.5,2.5,NO,YES,24,17,19,30,20,24,NO,NO,91,135.2,120.9,4,1,-6.52,-5.84,109.48,111.16,220.64,AWAY,AWAY,AWAY
2018,31-Jan,07:30PM,Wed,1,1,Philadelphia,EASTERN,34,31,65,23,20,0,1,NO,0,YES,Brooklyn,EASTERN,30,34,64,27,25,0,-1,108,116,224,129,95,224,107.5,106,213.5,4.5,5.5,8,NO,YES,17,6,25,21,10,28,NO,NO,89.8,120.3,129.2,6,1,-6.52,-5.84,122.48,89.16,211.64,HOME,HOME,HOME
2018,31-Jan,07:30PM,Wed,1,1,Miami,EASTERN,21,29,50,22,17,0,2,NO,0,YES,Cleveland,EASTERN,27,21,48,24,19,0,-2,89,91,180,98,82,180,112,106.5,217.5,-1,-3,-2.5,NO,NO,15,26,7,4,3,22,NO,NO,104.5,85.2,87.1,3,4,-6.52,-5.84,91.48,76.16,167.64,AWAY,HOME,AWAY
2018,31-Jan,08:00PM,Wed,0,1,New York,EASTERN,24,21,45,20,8,0,1,NO,1,YES,Boston,EASTERN,27,23,50,31,22,0,5,73,103,176,95,81,176,102,99.5,200,-2.5,-1.5,-5.5,YES,NO,11,15,12,1,19,1,NO,NO,96.5,75.7,106.8,0,3,-6.52,-5.84,88.48,75.16,163.64,HOME,HOME,HOME
2018,31-Jan,07:00PM,Wed,2,2,Chicago,CENTRAL,19,25,44,31,33,0,1,YES,0,YES,Portland,PACIFIC,43,24,67,35,22,0,23,108,124,232,111,121,232,106.5,104,211,-4,2.5,-8,YES,NO,28,28,17,10,23,5,NO,NO,100.3,107.7,123.6,2,8,-6.52,-5.84,104.48,115.16,219.64,HOME,AWAY,HOME
2018,31-Jan,07:30PM,Wed,1,2,Dallas,CENTRAL,17,29,46,15,27,0,1,NO,1,YES,Phoenix,PACIFIC,36,21,57,24,21,0,11,88,102,190,103,87,190,106.5,104,211,1.5,4.5,3,YES,NO,29,27,11,25,11,30,NO,NO,95.5,92.2,106.8,1,9,-6.52,-5.84,96.48,81.16,177.64,HOME,HOME,HOME
2018,1-Feb,07:00PM,Thu,0,2,Memphis,CENTRAL,25,26,51,25,26,0,1,NO,1,NO,Detroit,EASTERN,27,24,51,31,22,0,0,102,104,206,102,104,206,103,99.5,202,-5,-6,-8.5,NO,NO,27,29,6,7,22,8,NO,NO,95.8,106.5,108.6,2,5,-6.52,-5.84,95.48,98.16,193.64,AWAY,AWAY,AWAY
2018,1-Feb,07:00PM,Thu,1,0,Toronto,EASTERN,34,28,62,25,32,0,1,YES,1,NO,Washington,EASTERN,27,28,55,33,34,0,-7,119,122,241,117,124,241,108,106,214,1.5,0,4,YES,YES,5,4,9,13,14,10,NO,NO,99.5,119.6,122.6,1,0,-6.52,-5.84,110.48,118.16,228.64,AWAY,HOME,HOME
2018,1-Feb,07:00PM,Thu,2,0,Milwaukee,CENTRAL,17,22,39,22,28,0,1,NO,1,YES,Minnesota,CENTRAL,23,37,60,19,29,0,21,89,108,197,99,98,197,106,100.5,208,-3.5,2.5,-6,YES,YES,14,16,14,8,9,20,NO,NO,93.6,95.1,115.4,2,0,-6.52,-5.84,92.48,92.16,184.64,HOME,HOME,HOME
2018,1-Feb,07:00PM,Thu,1,1,Houston,CENTRAL,27,27,54,28,20,0,1,NO,1,NO,San Antonio,CENTRAL,14,24,38,32,21,0,-16,102,91,193,92,101,193,105.5,101.5,208.5,1,-4.5,2.5,YES,NO,2,2,13,6,25,2,NO,NO,92.6,110.1,98.3,1,7,-6.52,-5.84,85.48,95.16,180.64,AWAY,HOME,AWAY
2018,1-Feb,08:30PM,Thu,1,0,Oklahoma City,CENTRAL,33,24,57,32,35,0,1,NO,1,YES,Denver,MOUNTAIN,40,32,72,32,23,0,15,124,127,251,129,122,251,112,107,218.5,0,5.5,1,NO,YES,18,24,4,12,8,23,NO,NO,102.4,121.1,124,3,0,-6.52,-5.84,122.48,116.16,238.64,HOME,AWAY,HOME
2018,2-Feb,07:00PM,Fri,1,0,Indiana,EASTERN,37,20,57,34,35,0,1,YES,1,YES,Charlotte,EASTERN,49,22,71,25,37,0,14,126,133,259,128,131,259,106.5,103,209.5,-2,3,-3,YES,YES,9,7,21,24,17,19,NO,NO,99.7,126.4,133.4,1,0,-6.52,-5.84,121.48,125.16,246.64,HOME,AWAY,HOME
2018,2-Feb,07:30PM,Fri,1,1,Atlanta,EASTERN,32,23,55,20,35,0,1,NO,1,NO,Boston,EASTERN,26,27,53,41,25,0,-2,110,119,229,108,121,229,95.5,103,199.5,-4,-6.5,-7,YES,NO,30,20,24,1,19,1,NO,NO,100.1,109.9,118.9,1,3,-6.52,-5.84,101.48,115.16,216.64,AWAY,HOME,HOME
2018,2-Feb,07:30PM,Fri,1,1,LAL,PACIFIC,24,35,59,26,17,0,1,NO,1,NO,Brooklyn,EASTERN,26,31,57,28,14,0,-2,102,99,201,116,85,201,110.5,107.5,217.5,-0.5,-1,-1.5,NO,NO,23,12,26,21,10,28,NO,NO,95.8,106.5,103.3,9,3,-6.52,-5.84,109.48,79.16,188.64,AWAY,AWAY,AWAY
2018,2-Feb,07:30PM,Fri,1,1,Portland,PACIFIC,18,34,52,28,25,0,1,NO,0,YES,Toronto,EASTERN,37,37,74,27,29,0,22,105,130,235,126,109,235,103,111,215.5,-2.5,4,-4.5,YES,NO,10,23,5,5,4,9,NO,NO,92.3,113.8,140.8,1,5,-6.52,-5.84,119.48,103.16,222.64,HOME,HOME,HOME
2018,2-Feb,08:00PM,Fri,1,0,Miami,EASTERN,23,18,41,19,37,0,0,YES,1,YES,Philadelphia,EASTERN,24,27,51,35,17,0,10,97,103,200,92,108,200,102.5,99.5,203,-2.5,1.5,-4,NO,NO,15,26,7,17,6,25,NO,NO,89.9,107.9,114.6,5,2,-6.52,-5.84,85.48,102.16,187.64,HOME,AWAY,HOME
2018,2-Feb,07:00PM,Fri,1,1,New York,EASTERN,29,26,55,19,16,0,1,YES,0,YES,Milwaukee,CENTRAL,28,27,55,19,18,0,0,90,92,182,110,72,182,106.5,103,209,-2,-3,-4.5,NO,YES,11,15,12,14,16,14,NO,NO,93.3,96.5,98.7,2,1,-6.52,-5.84,103.48,66.16,169.64,AWAY,AWAY,AWAY
2018,2-Feb,08:00PM,Fri,2,0,New Orleans,CENTRAL,22,32,54,36,24,0,1,NO,0,YES,Oklahoma City,CENTRAL,32,26,58,25,17,0,4,114,100,214,112,102,214,116.5,109,224.5,-3.5,-3,-6.5,YES,NO,16,5,29,18,24,4,NO,NO,103.9,109.8,96.3,2,2,-6.52,-5.84,105.48,96.16,201.64,HOME,AWAY,AWAY
2018,2-Feb,06:00PM,Fri,2,0,Utah,MOUNTAIN,28,34,62,32,35,0,1,NO,1,NO,Phoenix,PACIFIC,23,17,40,33,24,0,-22,129,97,226,102,124,226,100.5,109,210.5,3,-4,6,YES,NO,19,21,3,25,11,30,NO,NO,98.4,131.1,98.6,2,6,-6.52,-5.84,95.48,118.16,213.64,AWAY,AWAY,AWAY
2018,2-Feb,07:30PM,Fri,2,0,Golden State,PACIFIC,29,29,58,26,35,0,0,NO,2,YES,Sacramento,PACIFIC,27,25,52,23,29,0,-6,119,104,223,110,113,223,115,109.5,224,8,6.5,13.5,NO,NO,3,1,16,26,30,15,NO,NO,103.8,114.6,100.2,5,3,-6.52,-5.84,103.48,107.16,210.64,HOME,AWAY,AWAY
2018,3-Feb,12:30PM,Sat,2,1,Chicago,CENTRAL,17,35,52,29,22,0,1,NO,3,NO,LAC,PACIFIC,22,35,57,30,26,0,5,103,113,216,109,107,216,113.5,108.5,220,-5,-3.5,-9,NO,NO,28,28,17,20,18,18,NO,NO,101,102,111.8,5,5,-6.52,-5.84,102.48,101.16,203.64,0,HOME,HOME
2018,3-Feb,07:00PM,Sat,0,1,Miami,EASTERN,26,24,50,27,30,0,1,NO,1,NO,Detroit,EASTERN,27,27,54,22,35,0,4,107,111,218,104,114,218,101,99,200,-2.5,-1,-4.5,NO,YES,15,26,7,7,22,8,NO,NO,95.1,112.5,116.8,6,1,-6.52,-5.84,97.48,108.16,205.64,HOME,AWAY,AWAY
2018,3-Feb,07:00PM,Sat,0,2,Philadelphia,EASTERN,27,30,57,18,17,0,1,NO,0,YES,Indiana,EASTERN,33,29,62,14,24,0,5,92,100,192,119,73,192,107,104.5,210,0,1.5,-1.5,YES,YES,17,6,25,9,7,21,NO,NO,96.3,95.6,103.9,0,2,-6.52,-5.84,112.48,67.16,179.64,HOME,HOME,HOME
2018,3-Feb,07:00PM,Sat,1,1,Washington,EASTERN,31,25,56,31,28,0,1,YES,2,NO,Orlando,EASTERN,25,22,47,22,29,0,-9,115,98,213,103,110,213,109,105,214.5,2,0,5,YES,NO,13,14,10,22,13,27,NO,NO,92.8,123.9,105.6,1,4,-6.52,-5.84,96.48,104.16,200.64,AWAY,AWAY,AWAY
2018,3-Feb,08:30PM,Sat,1,2,Houston,CENTRAL,32,33,65,32,23,0,2,YES,2,NO,Cleveland,EASTERN,20,19,39,30,19,0,-26,120,88,208,104,104,208,119,112,232.5,2,-4.5,4,NO,NO,2,2,13,4,3,22,NO,NO,99.9,120.1,88.1,3,5,-6.52,-5.84,97.48,98.16,195.64,AWAY,AWAY,AWAY
2018,3-Feb,08:00PM,Sat,0,1,New Orleans,CENTRAL,29,24,53,28,26,0,3,YES,1,NO,Minnesota,CENTRAL,37,29,66,29,23,0,13,107,118,225,119,106,225,113,0,220.5,-5,0,-8.5,NO,YES,16,5,29,8,9,20,NO,NO,100.2,106.7,117.7,3,1,-6.52,-5.84,112.48,100.16,212.64,HOME,AWAY,HOME
2018,3-Feb,08:00PM,Sat,0,1,Utah,MOUNTAIN,33,28,61,26,33,0,3,YES,1,NO,San Antonio,CENTRAL,24,25,49,29,33,0,-12,120,111,231,110,121,231,91.5,104,195,-3,-6.5,-6.5,NO,NO,19,21,3,6,25,2,NO,NO,96.2,124.7,115.4,3,5,-6.52,-5.84,103.48,115.16,218.64,AWAY,AWAY,AWAY
2018,3-Feb,07:00PM,Sat,0,2,Golden State,PACIFIC,32,24,56,27,25,0,1,NO,1,NO,Denver,MOUNTAIN,29,26,55,22,38,0,-1,108,115,223,111,112,223,120,112.5,231,2.5,4,5.5,NO,YES,3,1,16,12,8,23,NO,NO,97.5,110.7,117.9,6,2,-6.52,-5.84,104.48,106.16,210.64,HOME,HOME,HOME
2018,3-Feb,07:00PM,Sat,2,1,Dallas,CENTRAL,27,29,56,25,25,0,1,NO,0,NO,Sacramento,PACIFIC,28,26,54,31,14,0,-2,106,99,205,110,95,205,102.5,98.5,202.5,2,2,4.5,NO,NO,29,27,11,26,30,15,NO,NO,90.8,116.8,109.1,4,6,-6.52,-5.84,103.48,89.16,192.64,0,AWAY,AWAY
2018,4-Feb,12:00PM,Sun,1,0,Portland,PACIFIC,26,28,54,19,23,0,1,YES,1,NO,Boston,EASTERN,19,19,38,31,28,0,-16,96,97,193,92,101,193,96.5,103,199,0,-4.5,1.5,NO,NO,10,23,5,1,19,1,NO,NO,92.7,103.6,104.6,3,3,-6.52,-5.84,85.48,95.16,180.64,AWAY,HOME,HOME
2018,4-Feb,12:00PM,Sun,1,1,Milwaukee,CENTRAL,36,26,62,21,26,0,1,NO,1,NO,Brooklyn,EASTERN,22,19,41,31,22,0,-21,109,94,203,103,100,203,,,,,,,YES,NO,14,16,14,21,10,28,NO,NO,89.9,121.3,104.6,1,8,-6.52,-5.84,96.48,94.16,190.64,AWAY,HOME,AWAY
2018,4-Feb,12:00PM,Sun,1,1,Atlanta,EASTERN,21,23,44,25,30,0,1,NO,1,YES,New York,EASTERN,22,16,38,33,25,0,-6,99,96,195,82,113,195,101,108.5,210,-3,-5,-5.5,NO,YES,30,20,24,11,15,12,NO,NO,95.1,104.1,100.9,3,1,-6.52,-5.84,75.48,107.16,182.64,AWAY,AWAY,AWAY
2018,4-Feb,12:00PM,Sun,2,1,Memphis,CENTRAL,24,20,44,30,12,0,1,NO,1,NO,Toronto,EASTERN,25,31,56,20,25,0,12,86,101,187,100,87,187,105.5,102,208,-6.5,-3,-11,NO,NO,27,29,6,5,4,9,NO,NO,93.8,91.7,107.7,5,2,-6.52,-5.84,93.48,81.16,174.64,HOME,0,HOME
2018,4-Feb,01:00PM,Sun,1,1,LAL,PACIFIC,25,26,51,31,26,0,1,YES,1,NO,Oklahoma City,CENTRAL,22,27,49,30,25,0,-2,108,104,212,100,112,212,112,109.5,221,-5.5,-7.5,-9.5,NO,YES,23,12,26,18,24,4,NO,NO,101.9,106,102,11,1,-6.52,-5.84,93.48,106.16,199.64,AWAY,AWAY,AWAY
2018,4-Feb,12:00PM,Sun,1,0,Charlotte,EASTERN,25,23,48,38,29,0,1,YES,1,NO,Phoenix,PACIFIC,31,28,59,35,16,0,11,115,110,225,107,118,225,111,107,219.5,3.5,6.5,6,YES,NO,24,17,19,25,11,30,NO,NO,99.4,115.7,110.7,1,6,-6.52,-5.84,100.48,112.16,212.64,HOME,AWAY,HOME
2018,5-Feb,07:00PM,Mon,0,2,Portland,PACIFIC,20,23,43,24,24,0,1,NO,1,NO,Detroit,EASTERN,22,27,49,30,32,0,6,91,111,202,92,110,202,101.5,109.5,211,-1,1,-2,NO,YES,10,23,5,7,22,8,NO,NO,95.6,95.2,116.2,4,2,-6.52,-5.84,85.48,104.16,189.64,HOME,HOME,HOME
2018,5-Feb,07:00PM,Mon,1,0,Washington,EASTERN,28,30,58,28,25,0,1,YES,1,NO,Indiana,EASTERN,23,26,49,25,28,0,-9,111,102,213,107,106,213,105.5,103,209,1.5,-1,3,NO,NO,13,14,10,9,7,21,NO,NO,96.1,115.5,106.1,3,2,-6.52,-5.84,100.48,100.16,200.64,AWAY,AWAY,AWAY
2018,5-Feb,07:30PM,Mon,1,0,Orlando,EASTERN,26,33,59,34,18,0,1,NO,1,YES,Miami,EASTERN,35,25,60,27,22,0,1,111,109,220,119,101,220,104,102.5,205.5,-4.5,-5.5,-8.5,YES,YES,22,13,27,15,26,7,NO,NO,98.5,112.6,110.6,1,0,-6.52,-5.84,112.48,95.16,207.64,AWAY,AWAY,AWAY
2018,5-Feb,07:00PM,Mon,1,1,Utah,MOUNTAIN,34,36,70,29,34,0,1,NO,1,YES,New Orleans,CENTRAL,23,41,64,22,23,0,-6,133,109,242,134,108,242,,,,,,,NO,NO,19,21,3,16,5,29,NO,NO,101.6,130.9,107.3,5,3,-6.52,-5.84,127.48,102.16,229.64,AWAY,AWAY,AWAY
2018,5-Feb,07:00PM,Mon,0,2,Charlotte,EASTERN,25,37,62,22,20,0,3,YES,1,NO,Denver,MOUNTAIN,36,27,63,34,24,0,1,104,121,225,125,100,225,111,106.5,217,-2.5,-2,-4,NO,NO,24,17,19,12,8,23,NO,NO,91.8,113.3,131.8,2,5,-6.52,-5.84,118.48,94.16,212.64,AWAY,HOME,HOME
2018,5-Feb,07:00PM,Mon,1,3,Chicago,CENTRAL,28,27,55,24,19,0,3,NO,1,NO,Sacramento,PACIFIC,9,32,41,36,27,0,-14,98,104,202,96,106,202,107,105.5,212,-1,-6,-2,NO,YES,28,28,17,26,30,15,NO,NO,93.2,105.1,111.5,7,3,-6.52,-5.84,89.48,100.16,189.64,AWAY,HOME,HOME
2018,5-Feb,07:30PM,Mon,1,2,Dallas,CENTRAL,28,27,55,27,19,0,3,YES,1,NO,LAC,PACIFIC,32,26,58,20,26,0,3,101,104,205,113,92,205,110,105.5,215,-3.5,-3,-6,NO,NO,29,27,11,20,18,18,NO,NO,98.8,102.3,105.3,6,4,-6.52,-5.84,106.48,86.16,192.64,AWAY,AWAY,AWAY
2018,6-Feb,07:00PM,Tue,2,0,Cleveland,EASTERN,43,24,67,22,9,0,1,NO,0,YES,Orlando,EASTERN,31,20,51,41,24,0,-16,98,116,214,118,96,214,116.5,110.5,227,3.5,-2,6.5,YES,YES,4,3,22,22,13,27,NO,NO,96.6,101.5,120.1,2,0,-6.52,-5.84,111.48,90.16,201.64,AWAY,HOME,HOME
2018,6-Feb,07:30PM,Tue,1,1,Boston,EASTERN,18,19,37,23,31,0,1,NO,1,NO,Toronto,EASTERN,22,36,58,25,28,0,21,91,111,202,95,107,202,100,106,208.5,-3,4,-5,YES,NO,1,19,1,5,4,9,NO,NO,96.3,94.5,115.3,1,2,-6.52,-5.84,88.48,101.16,189.64,HOME,HOME,HOME
2018,6-Feb,07:30PM,Tue,1,0,Memphis,CENTRAL,15,20,35,19,28,0,1,YES,1,YES,Atlanta,EASTERN,22,29,51,28,29,0,16,82,108,190,86,104,190,103.5,98.5,203,-1,3.5,-3,NO,YES,27,29,6,30,20,24,NO,NO,96.1,85.4,112.4,7,0,-6.52,-5.84,79.48,98.16,177.64,HOME,HOME,HOME
2018,6-Feb,07:30PM,Tue,2,0,Houston,CENTRAL,38,27,65,31,27,0,0,YES,1,NO,Brooklyn,EASTERN,31,32,63,23,27,0,-2,123,113,236,128,108,236,112,107,218,6.5,7.5,11.5,NO,NO,2,2,13,21,10,28,NO,NO,91.6,134.3,123.4,6,2,-6.52,-5.84,121.48,102.16,223.64,HOME,AWAY,HOME
2018,6-Feb,07:30PM,Tue,1,2,Milwaukee,CENTRAL,25,25,50,26,27,0,1,YES,1,NO,New York,EASTERN,26,20,46,17,26,0,-4,103,89,192,96,96,192,106.5,101.5,208.5,-0.5,0.5,-1.5,NO,NO,14,16,14,11,15,12,NO,NO,98.4,104.7,90.5,3,6,-6.52,-5.84,89.48,90.16,179.64,AWAY,AWAY,AWAY
2018,6-Feb,08:00PM,Tue,0,1,Washington,EASTERN,20,35,55,29,18,0,2,NO,2,YES,Philadelphia,EASTERN,37,28,65,29,21,0,10,102,115,217,120,97,217,109,105,212,-3.5,-0.5,-6,NO,YES,13,14,10,17,6,25,NO,NO,92,110.8,125,4,1,-6.52,-5.84,113.48,91.16,204.64,HOME,HOME,HOME
2018,6-Feb,07:30PM,Tue,1,1,Oklahoma City,CENTRAL,42,28,70,29,26,0,1,NO,2,YES,Golden State,PACIFIC,30,27,57,20,28,0,-13,125,105,230,127,103,230,120,115,231,-6.5,-12,-10.5,YES,NO,18,24,4,3,1,16,NO,NO,104.7,119.4,100.3,1,4,-6.52,-5.84,120.48,97.16,217.64,AWAY,AWAY,AWAY
2018,6-Feb,07:30PM,Tue,1,0,Phoenix,PACIFIC,28,29,57,22,14,0,1,NO,1,YES,LAL,PACIFIC,33,24,57,31,24,0,0,93,112,205,114,91,205,105,111.5,217.5,-4.5,-5.5,-8,YES,YES,25,11,30,23,12,26,NO,NO,96.1,96.8,116.5,1,0,-6.52,-5.84,107.48,85.16,192.64,AWAY,HOME,HOME
2018,7-Feb,07:00PM,Wed,0,2,Brooklyn,EASTERN,21,29,50,23,33,0,1,NO,1,NO,Detroit,EASTERN,26,27,53,26,36,0,3,106,115,221,103,118,221,101,0,209,-5.5,0,-9.5,YES,YES,21,10,28,7,22,8,NO,NO,102.5,103.4,112.1,0,2,-6.52,-5.84,96.48,112.16,208.64,AWAY,HOME,AWAY
2018,7-Feb,07:30PM,Wed,0,1,Houston,CENTRAL,35,26,61,22,26,0,1,NO,1,NO,Miami,EASTERN,24,33,57,23,21,0,-4,109,101,210,118,92,210,106,0,207,2,0,4.5,NO,YES,2,2,13,15,26,7,NO,NO,88.5,123.2,114.1,7,1,-6.52,-5.84,111.48,86.16,197.64,AWAY,AWAY,AWAY
2018,7-Feb,08:00PM,Wed,3,1,Minnesota,CENTRAL,29,37,66,33,30,0,1,YES,0,YES,Cleveland,EASTERN,31,33,64,37,28,0,-2,129,129,258,130,128,258,116.5,0,225.5,1.5,0,4,YES,NO,8,9,20,4,3,22,NO,NO,94.9,131.7,133.6,3,3,-6.52,-5.84,123.48,122.16,245.64,AWAY,HOME,HOME
2018,7-Feb,07:00PM,Wed,1,1,Utah,MOUNTAIN,21,23,44,24,24,0,3,YES,0,YES,Memphis,CENTRAL,16,23,39,24,25,0,-5,92,88,180,83,97,180,96,0,200,3.5,0,6.5,NO,YES,19,21,3,27,29,6,NO,NO,91.2,100.9,96.5,7,1,-6.52,-5.84,76.48,91.16,167.64,AWAY,HOME,HOME
2018,7-Feb,07:00PM,Wed,1,1,Indiana,EASTERN,0,0,0,0,0,0,1,YES,1,NO,New Orleans,CENTRAL,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,219.5,-2,0,-3.5,YES,NO,9,7,21,16,5,29,NO,NO,,,,1,3,-6.52,-5.84,-6.52,-5.84,-12.36,AWAY,0,AWAY
2018,7-Feb,07:30PM,Wed,3,2,San Antonio,CENTRAL,28,41,69,28,32,0,2,NO,0,YES,Phoenix,PACIFIC,9,22,31,19,31,0,-38,129,81,210,100,110,210,97,0,202,6,0,10,YES,NO,6,25,2,25,11,30,NO,NO,101.6,126.9,79.7,3,,-6.52,-5.84,93.48,104.16,197.64,AWAY,AWAY,AWAY
2018,8-Feb,07:00PM,Thu,1,0,Atlanta,EASTERN,23,16,39,31,28,0,1,NO,1,NO,Orlando,EASTERN,26,13,39,30,31,0,0,98,100,198,78,120,198,101.5,108.5,210,0.5,1.5,2,YES,YES,30,20,24,22,13,27,NO,NO,97.4,100.6,102.6,1,0,-6.52,-5.84,71.48,114.16,185.64,HOME,HOME,HOME
2018,8-Feb,07:30PM,Thu,1,2,New York,EASTERN,18,23,41,25,22,0,2,YES,1,NO,Toronto,EASTERN,23,29,52,30,31,0,11,88,113,201,93,108,201,110.5,102.5,213.5,-8.5,-4.5,-14,YES,NO,11,15,12,5,4,9,NO,NO,98.8,89.1,114.4,1,5,-6.52,-5.84,86.48,102.16,188.64,HOME,HOME,HOME
2018,8-Feb,08:00PM,Thu,1,0,Boston,EASTERN,26,23,49,26,23,12,1,YES,1,YES,Washington,EASTERN,27,24,51,19,28,6,2,110,104,214,100,96,196,97,105.5,204,0.5,1,2,NO,YES,1,19,1,13,14,10,NO,NO,95.9,103.9,98.2,3,0,-6.52,-5.84,93.48,90.16,183.64,HOME,AWAY,AWAY
2018,8-Feb,07:00PM,Thu,2,0,Charlotte,EASTERN,18,27,45,20,32,6,0,YES,2,YES,Portland,PACIFIC,29,20,49,30,18,12,4,103,109,212,94,100,194,108.5,103,211.5,-1.5,-0.5,-3,NO,NO,24,17,19,10,23,5,NO,NO,96.5,96.6,102.3,5,2,-6.52,-5.84,87.48,94.16,181.64,HOME,AWAY,HOME
2018,8-Feb,07:30PM,Thu,2,1,Dallas,CENTRAL,33,27,60,25,18,0,1,NO,1,NO,Golden State,PACIFIC,23,37,60,33,28,0,0,103,121,224,120,104,224,112.5,109.5,221.5,-8.5,-9.5,-14,NO,YES,29,27,11,3,1,16,NO,NO,94.8,108.6,127.6,9,1,-6.52,-5.84,113.48,98.16,211.64,AWAY,HOME,HOME
2018,8-Feb,07:30PM,Thu,1,2,Oklahoma City,CENTRAL,27,19,46,20,15,0,1,YES,1,NO,LAL,PACIFIC,30,22,52,31,23,0,6,81,106,187,98,89,187,108.5,102.5,212.5,-0.5,1,-1.5,NO,YES,18,24,4,23,12,26,NO,NO,92.1,87.9,115,3,2,-6.52,-5.84,91.48,83.16,174.64,HOME,HOME,HOME
2018,9-Feb,07:00PM,Fri,3,0,LAC,PACIFIC,31,21,52,25,31,0,1,YES,1,NO,Detroit,EASTERN,30,26,56,24,15,0,4,108,95,203,108,95,203,112.5,108.5,221,-2,-1,-3.5,YES,NO,20,18,18,7,22,8,NO,NO,93,116.1,101.1,3,,-6.52,-5.84,101.48,89.16,190.64,HOME,AWAY,AWAY
2018,9-Feb,07:00PM,Fri,1,0,New Orleans,CENTRAL,14,27,41,11,30,0,0,NO,2,NO,Philadelphia,EASTERN,32,24,56,28,16,0,15,82,100,182,97,85,182,115,106,222,-3,2,-6,YES,NO,16,5,29,17,6,25,NO,NO,102.9,79.7,97.2,1,4,-6.52,-5.84,90.48,79.16,169.64,HOME,HOME,HOME
2018,9-Feb,07:30PM,Fri,1,1,Cleveland,EASTERN,31,30,61,36,26,0,1,NO,0,YES,Atlanta,EASTERN,27,29,56,26,25,0,-5,123,107,230,117,113,230,109.5,103.5,212,0.5,-0.5,2,YES,NO,4,3,22,30,20,24,NO,NO,97.1,126.7,110.2,1,12,-6.52,-5.84,110.48,107.16,217.64,AWAY,AWAY,AWAY
2018,9-Feb,07:30PM,Fri,1,1,Indiana,EASTERN,30,29,59,17,21,0,1,NO,0,YES,Boston,EASTERN,16,22,38,34,19,0,-21,97,91,188,97,91,188,104.5,99,203.5,-1.5,-7.5,-4,NO,YES,9,7,21,1,19,1,YES,NO,90.9,106.7,100.1,3,1,-6.52,-5.84,90.48,85.16,175.64,AWAY,HOME,AWAY
2018,9-Feb,08:00PM,Fri,2,0,Milwaukee,CENTRAL,23,23,46,8,31,0,3,YES,1,NO,Miami,EASTERN,19,23,42,30,19,0,-4,85,91,176,88,88,176,103,97,199.5,-0.5,-1.5,-1.5,NO,NO,14,16,14,15,26,7,NO,NO,96.2,88.3,94.6,6,3,-6.52,-5.84,81.48,82.16,163.64,AWAY,HOME,HOME
2018,9-Feb,08:30PM,Fri,1,1,Minnesota,CENTRAL,27,40,67,19,27,0,0,NO,3,YES,Chicago,CENTRAL,30,26,56,33,25,0,-11,113,114,227,123,104,227,112.5,105.5,216,3.5,0.5,7.5,NO,YES,8,9,20,28,28,17,NO,NO,99.8,113.3,114.3,5,1,-6.52,-5.84,116.48,98.16,214.64,AWAY,HOME,HOME
2018,9-Feb,07:00PM,Fri,3,0,Denver,MOUNTAIN,23,23,46,24,34,0,1,NO,1,YES,Houston,CENTRAL,35,28,63,34,33,0,17,104,130,234,109,125,234,114.5,107.5,223,-4.5,0,-8,YES,NO,12,8,23,2,2,13,NO,NO,98.7,105.4,131.7,3,3,-6.52,-5.84,102.48,119.16,221.64,HOME,HOME,HOME
2018,9-Feb,07:00PM,Fri,0,1,Charlotte,EASTERN,24,22,46,31,17,0,1,YES,1,YES,Utah,MOUNTAIN,28,27,55,29,22,0,9,94,106,200,101,99,200,104.5,101.5,205.5,-3,0,-6,NO,YES,24,17,19,19,21,3,NO,YES,93.8,100.3,113.1,6,1,-6.52,-5.84,94.48,93.16,187.64,HOME,HOME,HOME
2018,9-Feb,07:30PM,Fri,0,1,Portland,PACIFIC,33,29,62,30,26,0,1,YES,3,NO,Sacramento,PACIFIC,31,21,52,22,26,0,-10,118,100,218,114,104,218,98.5,106,206.5,3,-0.5,5,YES,YES,10,23,5,26,30,15,NO,YES,95.9,123,104.2,0,1,-6.52,-5.84,107.48,98.16,205.64,AWAY,AWAY,AWAY
2018,10-Feb,06:00PM,Sat,0,1,New Orleans,CENTRAL,34,38,72,28,16,22,1,NO,2,YES,Brooklyn,EASTERN,22,30,52,33,31,12,-20,138,128,266,124,108,232,112.5,106.5,220,1,-4,2.5,NO,NO,16,5,29,21,10,28,NO,NO,98.6,115.8,107.5,2,3,-6.52,-5.84,117.48,102.16,219.64,AWAY,HOME,AWAY
